,state,city,cityPopulation,populationBySex,medianAge,zipCodes,medianIncome,costOfLiving
,California,El-Paso-de-Robles-Paso-Robles-California.html,"Population in 2017: 31,918 (97% urban, 3% rural). Population change since 2000: +31.4%","Males: 15,136  (47.4%)Females: 16,782  (52.6%)",Median resident age:37.4 yearsCalifornia median age:36.5 years,Zip codes: 93446.,"Estimated median household income in 2017: $65,329 (it was $39,217 in 2000)
El Paso de Robles (Paso Robles):$65,329CA:$71,805
Estimated per capita income in 2017: $32,247 (it was $17,974 in 2000)
El Paso de Robles (Paso Robles) city income, earnings, and wages data
Estimated median house or condo value in 2017: $465,105 (it was $163,600 in 2000)
El Paso de Robles (Paso Robles):$465,105CA:$509,400
Mean prices in 2017: all housing units: $633,127; detached houses: $700,236; townhouses or other attached units: $432,012; in 2-unit structures: $612,613; in 3-to-4-unit structures: $327,744; in 5-or-more-unit structures: $290,127; mobile homes: $234,983; occupied boats, rvs, vans, etc.: $213,410","March 2019 cost of living index in El Paso de Robles (Paso Robles): 105.9 (more than average, U.S. average is 100)"
,California,East-Palo-Alto-California.html,"Population in 2017: 29,765 (100% urban, 0% rural). Population change since 2000: +0.9%
 

","Males: 15,067  (50.6%)Females: 14,698  (49.4%)",Median resident age:29.9 yearsCalifornia median age:36.5 years,Zip codes: 94303.,"Estimated median household income in 2017: $64,895 (it was $45,006 in 2000)
East Palo Alto:$64,895CA:$71,805
Estimated per capita income in 2017: $23,912 (it was $13,774 in 2000)
East Palo Alto city income, earnings, and wages data
Estimated median house or condo value in 2017: $710,992 (it was $296,700 in 2000)
East Palo Alto:$710,992CA:$509,400
Mean prices in 2017: all housing units: over $1,000,000; detached houses: over $1,000,000; townhouses or other attached units: $946,532; in 2-unit structures: $930,101; in 3-to-4-unit structures: $748,471; in 5-or-more-unit structures: $725,975; mobile homes: $170,620; occupied boats, rvs, vans, etc.: $58,879","March 2019 cost of living index in East Palo Alto: 169.9 (very high, U.S. average is 100)"
,California,Ross-Valley-California.html,"Population in July 2007: 59,297.","Males: 31,149  (52.5%)Females: 28,148  (47.5%)",Median resident age:41.6 yearsCalifornia median age:33.3 years,Zip code: 94904,"Estimated median household income in 2017: $117,475 (it was $73,539 in 2000)
Ross Valley:$117,475CA:$71,805
Estimated per capita income in 2017: $70,324 (it was $45,905 in 2000)
Ross Valley CCD income, earnings, and wages data
Estimated median house or condo value in 2017: over $1,000,000 (it was $575,400 in 2000)
Ross Valley:over $1,000,000CA:$509,400
Mean prices in 2017: all housing units: over $1,000,000; detached houses: over $1,000,000; townhouses or other attached units: $721,235; in 2-unit structures: $956,838; in 3-to-4-unit structures: $669,981; in 5-or-more-unit structures: $620,266; mobile homes: $166,909; occupied boats, rvs, vans, etc.: $705,088","March 2019 cost of living index in Ross Valley: 202.8 (very high, U.S. average is 100)"
,California,Rio-Linda-California.html,"Population in 2010: 15,106. Population change since 2000: +44.3%","Males: 7,388  (48.9%)Females: 7,718  (51.1%)",Median resident age:40.2 yearsCalifornia median age:36.5 years,Zip codes: 95673.,"Estimated median household income in 2017: $61,025 (it was $44,026 in 2000)
Rio Linda:$61,025CA:$71,805
Estimated per capita income in 2017: $23,823 (it was $17,656 in 2000)
Rio Linda CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $263,606 (it was $112,700 in 2000)
Rio Linda:$263,606CA:$509,400
Mean prices in 2017: all housing units: $264,953; detached houses: $268,178; townhouses or other attached units: $177,347; mobile homes: $120,126","March 2019 cost of living index in Rio Linda: 101.2 (near average, U.S. average is 100)"
,California,Roseland-California.html,"Population in 2010: 6,325. Population change since 2000: -0.7%","Males: 3,335  (52.7%)Females: 2,990  (47.3%)",Median resident age:33.6 yearsCalifornia median age:36.5 years,Zip codes: 95407.,"Estimated median household income in 2017: $60,982 (it was $45,955 in 2000)
Roseland:$60,982CA:$71,805
Estimated per capita income in 2017: $24,191 (it was $14,577 in 2000)
Roseland CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $424,320 (it was $182,900 in 2000)
Roseland:$424,320CA:$509,400
Mean prices in 2017: all housing units: $715,198; detached houses: $781,248; townhouses or other attached units: $595,954; in 2-unit structures: $362,393; in 3-to-4-unit structures: $367,270; in 5-or-more-unit structures: $623,855; mobile homes: $93,639; occupied boats, rvs, vans, etc.: $94,054","March 2019 cost of living index in Roseland: 144.4 (very high, U.S. average is 100)"
,California,Costa-Mesa-California.html,"Population in 2017: 113,825 (100% urban, 0% rural). Population change since 2000: +4.7%
 

","Males: 56,780  (49.9%)Females: 57,045  (50.1%)",Median resident age:34.6 yearsCalifornia median age:36.5 years,"Zip codes: 92614, 92626, 92627, 92646, 92660.Costa Mesa Zip Code Map","Estimated median household income in 2017: $78,904 (it was $50,732 in 2000)
Costa Mesa:$78,904CA:$71,805
Estimated per capita income in 2017: $37,267 (it was $23,342 in 2000)
Costa Mesa city income, earnings, and wages data
Estimated median house or condo value in 2017: $744,900 (it was $263,700 in 2000)
Costa Mesa:$744,900CA:$509,400
Mean prices in 2017: all housing units: $810,730; detached houses: $925,552; townhouses or other attached units: $600,603; in 2-unit structures: $278,745; in 3-to-4-unit structures: $610,355; in 5-or-more-unit structures: $429,669; mobile homes: $70,744","March 2019 cost of living index in Costa Mesa: 89.9 (less than average, U.S. average is 100)"
,California,Rialto-California.html,"Population in 2017: 103,562 (100% urban, 0% rural). Population change since 2000: +12.7%
 

","Males: 49,262  (47.6%)Females: 54,300  (52.4%)",Median resident age:31.7 yearsCalifornia median age:36.5 years,Zip codes: 92376.,"Estimated median household income in 2017: $57,065 (it was $41,254 in 2000)
Rialto:$57,065CA:$71,805
Estimated per capita income in 2017: $19,235 (it was $13,375 in 2000)
Rialto city income, earnings, and wages data
Estimated median house or condo value in 2017: $307,900 (it was $113,200 in 2000)
Rialto:$307,900CA:$509,400
Mean prices in 2017: all housing units: $312,983; detached houses: $334,246; townhouses or other attached units: $408,222; in 3-to-4-unit structures: $226,056; in 5-or-more-unit structures: $407,039; mobile homes: $47,288","March 2019 cost of living index in Rialto: 81.9 (low, U.S. average is 100)"
,California,Ripon-California.html,"Population in 2017: 15,677 (99% urban, 1% rural). Population change since 2000: +54.5%","Males: 7,463  (47.6%)Females: 8,214  (52.4%)",Median resident age:38.5 yearsCalifornia median age:36.5 years,Zip codes: 95366.,"Estimated median household income in 2017: $86,902 (it was $56,979 in 2000)
Ripon:$86,902CA:$71,805
Estimated per capita income in 2017: $37,795 (it was $20,978 in 2000)
Ripon city income, earnings, and wages data
Estimated median house or condo value in 2017: $473,675 (it was $166,500 in 2000)
Ripon:$473,675CA:$509,400
Mean prices in 2017: all housing units: $359,628; detached houses: $371,780; townhouses or other attached units: $309,152; in 2-unit structures: $361,850; in 3-to-4-unit structures: $257,166; in 5-or-more-unit structures: $267,559; mobile homes: $96,517; occupied boats, rvs, vans, etc.: $44,784","March 2019 cost of living index in Ripon: 100.4 (near average, U.S. average is 100)"
,California,Ridgecrest-California.html,"Population in 2017: 28,880 (100% urban, 0% rural). Population change since 2000: +15.9%
 

","Males: 14,939  (51.7%)Females: 13,941  (48.3%)",Median resident age:35.8 yearsCalifornia median age:36.5 years,Zip codes: 93555.,"Estimated median household income in 2017: $59,631 (it was $44,971 in 2000)
Ridgecrest:$59,631CA:$71,805
Estimated per capita income in 2017: $28,935 (it was $21,312 in 2000)
Ridgecrest city income, earnings, and wages data
Estimated median house or condo value in 2017: $182,928 (it was $68,500 in 2000)
Ridgecrest:$182,928CA:$509,400
Mean prices in 2017: all housing units: $255,674; detached houses: $264,240; townhouses or other attached units: $217,353; in 2-unit structures: $210,855; in 3-to-4-unit structures: $203,291; in 5-or-more-unit structures: $220,150; mobile homes: $167,307; occupied boats, rvs, vans, etc.: $60,537","March 2019 cost of living index in Ridgecrest: 90.1 (less than average, U.S. average is 100)"
,California,Ceres-California.html,"Population in 2017: 48,697 (100% urban, 0% rural). Population change since 2000: +40.7%","Males: 24,881  (51.1%)Females: 23,816  (48.9%)",Median resident age:30.5 yearsCalifornia median age:36.5 years,"Zip codes: 95307, 95326.Ceres Zip Code Map","Estimated median household income in 2017: $56,062 (it was $40,736 in 2000)
Ceres:$56,062CA:$71,805
Estimated per capita income in 2017: $20,421 (it was $14,420 in 2000)
Ceres city income, earnings, and wages data
Estimated median house or condo value in 2017: $257,739 (it was $116,700 in 2000)
Ceres:$257,739CA:$509,400
Mean prices in 2017: all housing units: $319,954; detached houses: $332,303; townhouses or other attached units: $277,107; in 2-unit structures: $166,361; in 3-to-4-unit structures: $238,233; in 5-or-more-unit structures: $157,185; mobile homes: $74,390; occupied boats, rvs, vans, etc.: $37,795","March 2019 cost of living index in Ceres: 97.9 (near average, U.S. average is 100)"
,California,Rowland-Heights-California.html,"Population in 2010: 48,993. Population change since 2000: +0.9%","Males: 24,047  (49.1%)Females: 24,946  (50.9%)",Median resident age:42.6 yearsCalifornia median age:36.5 years,Zip codes: 91748.,"Estimated median household income in 2017: $70,579 (it was $52,270 in 2000)
Rowland Heights:$70,579CA:$71,805
Estimated per capita income in 2017: $29,144 (it was $19,315 in 2000)
Rowland Heights CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $705,775 (it was $209,600 in 2000)
Rowland Heights:$705,775CA:$509,400
Mean prices in 2017: all housing units: $722,079; detached houses: $744,778; townhouses or other attached units: $531,727; in 3-to-4-unit structures: $708,522; in 5-or-more-unit structures: over $1,000,000; mobile homes: $83,004","March 2019 cost of living index in Rowland Heights: 142.6 (very high, U.S. average is 100)"
,California,San-Fernando-California.html,"Population in 2017: 24,714 (100% urban, 0% rural). Population change since 2000: +4.9%
 

","Males: 12,672  (51.3%)Females: 12,042  (48.7%)",Median resident age:33.9 yearsCalifornia median age:36.5 years,Zip codes: 91340.,"Estimated median household income in 2017: $57,850 (it was $39,909 in 2000)
San Fernando:$57,850CA:$71,805
Estimated per capita income in 2017: $19,911 (it was $11,485 in 2000)
San Fernando city income, earnings, and wages data
Estimated median house or condo value in 2017: $439,685 (it was $143,900 in 2000)
San Fernando:$439,685CA:$509,400
Mean prices in 2017: all housing units: $750,873; detached houses: $796,920; townhouses or other attached units: $571,960; in 2-unit structures: $959,245; in 3-to-4-unit structures: $711,635; in 5-or-more-unit structures: $587,289; mobile homes: $142,109; occupied boats, rvs, vans, etc.: $156,334","March 2019 cost of living index in San Fernando: 138.6 (high, U.S. average is 100)"
,California,La-Habra-California.html,"Population in 2017: 62,466 (100% urban, 0% rural). Population change since 2000: +5.9%
 

","Males: 30,716  (49.2%)Females: 31,750  (50.8%)",Median resident age:35.1 yearsCalifornia median age:36.5 years,Zip codes: 90631.,"Estimated median household income in 2017: $76,028 (it was $47,652 in 2000)
La Habra:$76,028CA:$71,805
Estimated per capita income in 2017: $29,947 (it was $18,923 in 2000)
La Habra city income, earnings, and wages data
Estimated median house or condo value in 2017: $518,118 (it was $190,000 in 2000)
La Habra:$518,118CA:$509,400
Mean prices in 2017: all housing units: $528,354; detached houses: $630,087; townhouses or other attached units: $356,246; in 2-unit structures: $222,590; in 3-to-4-unit structures: $285,690; in 5-or-more-unit structures: $268,677; mobile homes: $50,658","March 2019 cost of living index in La Habra: 87.5 (less than average, U.S. average is 100)"
,California,Lake-Elsinore-California.html,"Population in 2017: 66,411 (97% urban, 3% rural). Population change since 2000: +129.6%","Males: 31,299  (47.1%)Females: 35,112  (52.9%)",Median resident age:28.9 yearsCalifornia median age:36.5 years,"Zip codes: 92530, 92584, 92595.Lake Elsinore Zip Code Map","Estimated median household income in 2017: $67,988 (it was $41,884 in 2000)
Lake Elsinore:$67,988CA:$71,805
Estimated per capita income in 2017: $19,860 (it was $15,413 in 2000)
Lake Elsinore city income, earnings, and wages data
Estimated median house or condo value in 2017: $347,000 (it was $138,900 in 2000)
Lake Elsinore:$347,000CA:$509,400
Mean prices in 2017: all housing units: $332,085; detached houses: $351,186; townhouses or other attached units: $219,782; in 2-unit structures: $113,354; in 3-to-4-unit structures: $360,532; in 5-or-more-unit structures: $190,061; mobile homes: $86,950; occupied boats, rvs, vans, etc.: $52,682","March 2019 cost of living index in Lake Elsinore: 81.5 (low, U.S. average is 100)"
,California,Good-Hope-California.html,"Population in 2010: 9,192.","Males: 4,653  (50.6%)Females: 4,539  (49.4%)",Median resident age:28.8 yearsCalifornia median age:36.5 years,NaN,"Estimated median household income in 2017: $63,944
Good Hope:$63,944CA:$71,805
Estimated per capita income in 2017: $27,186
Good Hope CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $352,700
Good Hope:$352,700CA:$509,400
Mean prices in 2017: all housing units: $232,456; detached houses: $234,643; mobile homes: $213,213","March 2019 cost of living index in Good Hope: 80.2 (low, U.S. average is 100)"
