State,City,City Population,Median Age (Years),Zip Codes,Median Income,Cost Of Living,Female Population,Male Population
georgia,waresboro georgia.html,"6,724",35.7,31552,"$44,786 ", 82.0 /100,42.10%,57.90%
georgia,west jackson georgia.html,"14,142",33.5,30567,"$77,215 ", 86.1 /100,49.30%,50.70%
georgia,holly springs georgia.html,"11,935",34.8,30188,"$80,654 ", 96.4 /100,52.90%,47.10%
georgia,hinesville georgia.html,"33,140",28.6,31313,"$46,458 ", 89.0 /100,51.30%,48.70%
georgia,winston georgia.html,"7,625",35.6,30180,"$54,714 ", 98.2 /100,49.70%,50.30%
georgia,murrayville georgia.html,"16,222",36.4,30506,"$65,589 ", 86.7 /100,49.80%,50.20%
georgia,skidaway island georgia.html," 8,341. Population change since 2000: +20.6",66,31411,"$103,097 ", 96.5 /100,53.70%,46.30%
georgia,tyrone georgia.html,"7,336",37.9,30290,"$82,764 ", 95.0 /100,54.80%,45.20%
georgia,zenith georgia.html,"8,944",34,31030,"$45,997 ", 83.1 /100,49.20%,50.80%
georgia,riverdale georgia.html,"16,439",33.5,30274,"$38,336 ", 94.1 /100,52.60%,47.40%
georgia,north whitfield georgia.html,"10,574",33.8,30710,"$46,997 ", 84.4 /100,50.40%,49.60%
georgia,sandy springs georgia.html,"106,739",36.6,30328,"$74,223 ", 99.8 /100,53.10%,46.90%
georgia,dalton georgia.html,"33,748",31.5,30720,"$36,575 ", 87.9 /100,51.80%,48.20%
georgia,smyrna georgia.html,"56,685",35.5,30080,"$74,123 ", 96.9 /100,52.40%,47.60%
georgia,toccoa georgia.html,"8,336",33.7,30577,"$35,977 ", 78.5 /100,57.50%,42.50%
georgia,pooler burroughs georgia.html,"30,395",31.9,31419,"$67,922 ", 97.4 /100,50.30%,49.70%
georgia,red bud georgia.html,"6,266",32.9,30734,"$47,192 ", 84.2 /100,49.30%,50.70%
georgia,milledgeville georgia.html,"18,575",27.6,31062,"$22,108 ", 83.0 /100,49.30%,50.70%
georgia,whitemarsh island georgia.html," 6,792. Population change since 2000: +16.6",37.9,31410,"$72,702 ", 94.9 /100,51.20%,48.80%
georgia,peachtree city georgia.html,"35,262",41.9,30269,"$93,974 ", 97.4 /100,51.50%,48.50%
georgia,macon georgia.html,"89,981",33.2,31201,"$29,716 ", 88.1 /100,55.40%,44.60%
georgia,valley georgia.html,"8,306",37.5,30752,"$47,671 ", 84.4 /100,50.80%,49.20%
georgia,west dougherty georgia.html,"59,317",35.5,31707,"$41,282 ", 91.5 /100,53.90%,46.10%
georgia,grovetown georgia.html,"14,109",29.9,30813,"$59,577 ", 90.6 /100,47.90%,52.10%
georgia,rome georgia.html,"36,375",34.5,30149,"$37,535 ", 88.7 /100,54.30%,45.70%
georgia,stockbridge georgia.html,"29,114",35.7,30281,"$56,318 ", 95.3 /100,55.40%,44.60%
georgia,snellville georgia.html,"19,738",40.3,30039,"$72,343 ", 95.9 /100,52.90%,47.10%
georgia,suwanee georgia.html,"19,549",38,30024,"$91,149 ", 97.7 /100,52.80%,47.20%
georgia,moultrie georgia.html,"14,160",35,31771,"$25,636 ", 79.4 /100,51.80%,48.20%
georgia,northeast cobb georgia.html,"169,756",36.8,30062,"$107,350 ", 102.4 /100,50.20%,49.80%
georgia,kennesaw georgia.html,"34,344",33.3,30144,"$65,833 ", 96.1 /100,52.60%,47.40%
georgia,covington georgia.html,"14,044",35.4,30014,"$43,406 ", 94.9 /100,52.00%,48.00%
georgia,monroe georgia.html,"13,484",33.2,30655,"$31,923 ", 95.0 /100,53.10%,46.90%
georgia,buford georgia.html,"14,868",36.6,30518,"$52,113 ", 95.8 /100,50.20%,49.80%
georgia,dunwoody georgia.html,"49,609",37.2,30338,"$96,545 ", 98.9 /100,50.80%,49.20%
georgia,fayetteville georgia.html,"17,802",41.4,30214,"$71,250 ", 95.7 /100,54.00%,46.00%
georgia,tucker georgia.html," 27,581. Population change since 2000: +4.0",43.5,30084,"$69,231 ", 95.9 /100,50.90%,49.10%
georgia,roswell georgia.html,"94,786",38.5,30075,"$82,743 ", 97.6 /100,52.20%,47.80%
georgia,stone mountain georgia.html,"6,368",39.2,30083,"$42,788 ", 94.6 /100,54.40%,45.60%
georgia,sugar valley resaca georgia.html,"7,747",35.1,30701,"$43,788 ", 84.4 /100,49.80%,50.20%
georgia,lagrange georgia.html,"30,472",34.4,30240,"$30,620 ", 82.1 /100,52.30%,47.70%
georgia,marietta georgia.html,"61,048",33.7,30062,"$53,546 ", 97.4 /100,50.90%,49.10%
georgia,lovejoy georgia.html,"6,849",29.4,30250,"$42,514 ", 94.7 /100,50.10%,49.90%
georgia,rutland georgia.html,"10,309",38.2,31216,"$55,032 ", 91.2 /100,50.90%,49.10%
hawaii,south kohala hawaii.html,"15,253",36.2,96738,"$74,277 ", 118.5 /100,50.20%,49.80%
hawaii,north kohala hawaii.html,"7,013",38.2,96755,"$69,006 ", 117.5 /100,49.70%,50.30%
hawaii,north kona hawaii.html,"33,155",39.4,96740,"$68,828 ", 123.2 /100,49.70%,50.30%
hawaii,koolaupoko hawaii.html,"121,180",35.3,96744,"$103,635 ", 190.1 /100,48.90%,51.10%
hawaii,kalaoa hawaii.html," 9,644. Population change since 2000: +41.9",40.4,96740,"$76,655 ", 100.4 /100,48.30%,51.70%
hawaii,kailua hawaii.html," 11,975. Population change since 2000: +21.3",40,96740,"$59,090 ", 102.7 /100,48.80%,51.20%
hawaii,kapolei hawaii.html,"15,186",32.9,nan," $81,284
Kapolei:$81,284HI:$77,765
Estimated per capita income in 2017: $35,143
Kapolei CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $680,200
Kapolei:$680,200HI:$617,400
Mean prices in 2017: all housing units: $585,307; detached houses: $634,346; townhouses or other attached units: $429,792; in 3-to-4-unit structures: $373,047; in 5-or-more-unit structures: $454,33", 153.2 /100,50.40%,49.60%
hawaii,hilo hawaii.html," 43,263. Population change since 2000: +6.1",41.4,96720,"$56,582 ", 96.1 /100,50.70%,49.30%
hawaii,nanakuli hawaii.html," 12,666. Population change since 2000: +17.1",30.7,96792,"$71,010 ", 158.3 /100,51.50%,48.50%
hawaii,kula hawaii.html,"10,724",44.5,96790,"$95,095 ", 161.3 /100,50.80%,49.20%
hawaii,royal kunia hawaii.html,"14,525",35.6,96797," $81,284
Royal Kunia:$81,284HI:$77,765
Estimated per capita income in 2017: $35,143
Royal Kunia CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $680,200
Royal Kunia:$680,200HI:$617,400
Mean prices in 2017: all housing units: $738,670; detached houses: $836,586; townhouses or other attached units: $742,013; in 2-unit structures: $850,428; in 3-to-4-unit structures: $475,266; in 5-or-more-unit structures: $484,026; mobile homes: $159,616; occupied boats, rvs, vans, etc.: $279,80", 155.6 /100,49.50%,50.50%
hawaii,hawaiian paradise park hawaii.html," 11,404. Population change since 2000: +61.7",41.4,96749,"$52,478 ", 95.1 /100,47.20%,52.80%
hawaii,lihue hawaii.html," 6,455. Population change since 2000: +13.8",41.8,96766,"$83,648 ", 109.0 /100,48.20%,51.80%
hawaii,waikoloa village hawaii.html," 6,362. Population change since 2000: +32.4",42.8,96738,"$72,341 ", 100.5 /100,50.60%,49.40%
hawaii,ahuimanu hawaii.html," 8,810. Population change since 2000: +3.6",42.4,96744,"$112,314 ", 160.9 /100,52.00%,48.00%
hawaii,makawao hawaii.html," 7,184. Population change since 2000: +13.5",41.5,96768,"$75,688 ", 106.5 /100,50.40%,49.60%
hawaii,waihee waiehu hawaii.html," 8,841. Population change since 2000: +20.9",37,96793,"$102,530 ", 98.4 /100,49.20%,50.80%
hawaii,village park hawaii.html,"9,884",31.4,96797,"$110,075 ", 173.6 /100,49.70%,50.30%
hawaii,waimalu hawaii.html," 13,730. Population change since 2000: -53.3",38.2,96701,"$95,839 ", 165.0 /100,47.00%,53.00%
hawaii,schofield barracks hawaii.html," 16,370. Population change since 2000: +13.5",22.5,96786,"$52,903 ", 166.3 /100,39.80%,60.20%
hawaii,pearl city hawaii.html," 47,698. Population change since 2000: +54.0",41.5,96782,"$97,132 ", 165.2 /100,48.60%,51.40%
hawaii,south kona hawaii.html,"9,977",41.2,96704,"$60,802 ", 121.6 /100,49.60%,50.40%
hawaii,mililani town hawaii.html," 27,629. Population change since 2000: -3.4",38.9,96789,"$114,404 ", 162.0 /100,48.60%,51.40%
hawaii,honolulu hawaii.html," 374,701. Population change since 2000: +0.8%
 
",39.7,96822,"$70,634 ", 199.9 /100,50.90%,49.10%
hawaii,maili hawaii.html," 9,488. Population change since 2000: +59.7",32.9,96792,"$71,689 ", 160.1 /100,50.40%,49.60%
hawaii,waipahu hawaii.html," 38,216. Population change since 2000: +15.4",37.5,96797,"$77,417 ", 164.5 /100,49.90%,50.10%
hawaii,waimea hawaii.html," 9,212. Population change since 2000: +31.1",36.1,96796,"$73,946 ", 99.6 /100,52.60%,47.40%
hawaii,makaha hawaii.html," 8,278. Population change since 2000: +6.8",32.5,96792,"$55,856 ", 161.8 /100,50.00%,50.00%
hawaii,aiea hawaii.html," 9,338. Population change since 2000: +3.5",42.5,96701,"$111,410 ", 165.7 /100,50.70%,49.30%
hawaii,waipio hawaii.html," 11,674. Population change since 2000: +0.0",36.5,96797,"$95,942 ", 164.1 /100,47.20%,52.80%
hawaii,holualoa hawaii.html," 8,538. Population change since 2000: +39.8",44.5,96725,"$72,995 ", 104.7 /100,50.80%,49.20%
hawaii,waianae hawaii.html," 13,177. Population change since 2000: +25.4",33.8,96792,"$73,147 ", 157.1 /100,49.70%,50.30%
hawaii,halawa hawaii.html," 14,014. Population change since 2000: +0.9",43.9,96701,"$98,917 ", 166.7 /100,51.30%,48.70%
idaho,emmett valley idaho.html,"12,022",36.3,83617,"$43,442 ", 96.7 /100,51.10%,48.90%
idaho,mountain home idaho.html,"14,224",30.6,83647,"$49,808 ", 84.8 /100,46.80%,53.20%
idaho,hailey idaho.html,"8,282",37.4,83333,"$55,651 ", 95.6 /100,47.90%,52.10%
idaho,rexburg idaho.html,"28,337",23.6,83440,"$26,982 ", 88.5 /100,50.40%,49.60%
idaho,star idaho.html,"9,076",36.6,83669,"$56,328 ", 93.7 /100,52.00%,48.00%
idaho,blackfoot idaho.html,"11,922",31.7,83221,"$44,053 ", 83.6 /100,50.50%,49.50%
idaho,lewiston idaho.html,"32,820",41.5,83501,"$51,885 ", 89.3 /100,51.00%,49.00%
idaho,coeur d alene idaho.html,"50,665",36.6,83814,"$51,213 ", 93.4 /100,50.20%,49.80%
idaho,emmett idaho.html,"6,829",40.4,83617,"$36,328 ", 91.2 /100,51.50%,48.50%
idaho,meridian idaho.html,"99,926",35.8,83642,"$64,273 ", 92.8 /100,50.40%,49.60%
idaho,middleton idaho.html,"7,439",31.3,83644,"$44,303 ", 91.4 /100,52.60%,47.40%
idaho,boise city idaho.html,"226,570",36.1,83616,"$55,943 ", 92.9 /100,49.20%,50.80%
idaho,pocatello idaho.html,"55,193",30.9,83209,"$46,808 ", 87.2 /100,51.40%,48.60%
idaho,nampa idaho.html,"93,590",33.3,83686,"$42,302 ", 92.1 /100,48.00%,52.00%
idaho,kuna idaho.html,"19,200",30.8,83634,"$63,794 ", 92.7 /100,46.50%,53.50%
idaho,post falls idaho.html,"33,290",34.2,83854,"$54,523 ", 93.3 /100,50.20%,49.80%
